word,decision,source,page,note,hint,sort_order
храмић,approved,pdf_high_confidence,1442,,,
храњив,approved,pdf_high_confidence,1443,,,
храпав,approved,pdf_high_confidence,1443,,,
храчак,approved,pdf_high_confidence,1443,,,
хридан,approved,pdf_high_confidence,1443,,,
хрипав,approved,pdf_high_confidence,1443,,,
хрлити,approved,pdf_high_confidence,1444,,,
хропац,approved,pdf_high_confidence,1445,,,
хропот,approved,pdf_medium_approved,1445,approved from medium possible additions,,
хрскав,approved,pdf_high_confidence,1445,,,
хртица,approved,pdf_medium_approved,1445,approved from medium possible additions,,
хрчков,approved,pdf_high_confidence,1445,,,
хуктав,approved,pdf_high_confidence,1446,,,
хулити,approved,pdf_medium_approved,1446,approved from medium possible additions,,
хумчић,approved,pdf_high_confidence,1447,,,
хуњкав,approved,pdf_high_confidence,1447,,,
хучати,approved,pdf_high_confidence,1448,,,
цакати,approved,pdf_medium_approved,1449,approved from medium possible additions,,
цаклен,approved,pdf_high_confidence,1449,,,
царист,approved,pdf_medium_approved,1450,approved from medium possible additions,,
царски,approved,pdf_high_confidence,1450,,,
цвасти,approved,pdf_medium_approved,1450,approved from medium possible additions,,
цветар,approved,pdf_medium_approved,1451,approved from medium possible additions,,
цвикер,approved,pdf_medium_approved,1451,approved from medium possible additions,,
цвоњак,approved,pdf_high_confidence,1452,,,
цврчак,approved,pdf_high_confidence,1452,,,
цедило,approved,pdf_medium_approved,1453,approved from medium possible additions,,
цедити,approved,pdf_medium_approved,1453,approved from medium possible additions,,
целити,approved,pdf_medium_approved,1454,approved from medium possible additions,,
целцат,approved,pdf_medium_approved,1454,approved from medium possible additions,,
ценити,approved,pdf_medium_approved,1455,approved from medium possible additions,,
центар,approved,pdf_high_confidence,1455,,,
цепити,approved,pdf_medium_approved,1457,approved from medium possible additions,,
церити,approved,pdf_high_confidence,1458,,,
циглан,approved,pdf_high_confidence,1459,,,
циглар,approved,pdf_high_confidence,1459,,,
циглен,approved,pdf_high_confidence,1459,,,
цигура,approved,pdf_medium_approved,1459,approved from medium possible additions,,
цикати,approved,pdf_medium_approved,1460,approved from medium possible additions,,
циклон,approved,pdf_high_confidence,1460,,,
циктав,approved,pdf_high_confidence,1461,,,
циљано,approved,pdf_medium_approved,1461,approved from medium possible additions,,
цимати,approved,pdf_high_confidence,1461,,,
цинкан,approved,pdf_high_confidence,1462,,,
цинкер,approved,pdf_medium_approved,1462,approved from medium possible additions,,
цинков,approved,pdf_high_confidence,1462,,,
цинчан,approved,pdf_high_confidence,1462,,,
циркон,approved,pdf_high_confidence,1463,,,
цитрат,approved,pdf_high_confidence,1464,,,
цицеро,approved,pdf_medium_approved,1464,approved from medium possible additions,,
цмокац,approved,pdf_high_confidence,1465,,,
цокити,approved,pdf_high_confidence,1465,,,
црвати,approved,pdf_medium_approved,1465,approved from medium possible additions,,
црвљив,approved,pdf_high_confidence,1466,,,
цревар,approved,pdf_high_confidence,1466,,,
црепан,approved,pdf_high_confidence,1467,,,
цркнут,approved,pdf_high_confidence,1467,,,
црнети,approved,pdf_medium_approved,1468,approved from medium possible additions,,
црника,approved,pdf_medium_approved,1468,approved from medium possible additions,,
црноок,approved,pdf_high_confidence,1469,,,
црност,approved,pdf_high_confidence,1469,,,
црњети,approved,pdf_medium_approved,1470,approved from medium possible additions,,
црпало,approved,pdf_medium_approved,1470,approved from medium possible additions,,
црпити,approved,pdf_high_confidence,1470,,,
црпсти,approved,pdf_medium_approved,1470,approved from medium possible additions,,
цртани,approved,pdf_high_confidence,1470,,,
цртати,approved,pdf_high_confidence,1470,,,
цртаћи,approved,pdf_high_confidence,1470,,,
цупкав,approved,pdf_high_confidence,1471,,,
цурити,approved,pdf_high_confidence,1471,,,
цуцати,approved,pdf_high_confidence,1471,,,
чабрић,approved,pdf_high_confidence,1472,,,
чадити,approved,pdf_medium_approved,1472,approved from medium possible additions,,
чађаст,approved,pdf_high_confidence,1472,,,
чађити,approved,pdf_medium_approved,1472,approved from medium possible additions,,
чамити,approved,pdf_high_confidence,1473,,,
чамчић,approved,pdf_high_confidence,1473,,,
чанчар,approved,pdf_high_confidence,1473,,,
чапљин,approved,pdf_high_confidence,1474,,,
чаркар,approved,pdf_high_confidence,1474,,,
чаршав,approved,pdf_medium_approved,1475,approved from medium possible additions,,
часити,approved,pdf_high_confidence,1475,,,
часком,approved,pdf_medium_approved,1475,approved from medium possible additions,,
частан,approved,pdf_high_confidence,1476,,,
чатити,approved,pdf_high_confidence,1476,,,
чашаст,approved,pdf_high_confidence,1476,,,
чвбран,approved,pdf_high_confidence,1477,,,
чвокац,approved,pdf_high_confidence,1477,,,
чворав,approved,pdf_high_confidence,1477,,,
чворак,approved,pdf_high_confidence,1477,,,
чворић,approved,pdf_high_confidence,1477,,,
чвркац,approved,pdf_high_confidence,1477,,,
чврсто,approved,pdf_medium_approved,1478,approved from medium possible additions,,
чежњив,approved,pdf_high_confidence,1478,,,
челист,approved,pdf_medium_approved,1479,approved from medium possible additions,,
чељаде,approved,pdf_high_confidence,1479,,,
чепити,approved,pdf_high_confidence,1480,,,
чергар,approved,pdf_high_confidence,1480,,,
чергаш,approved,pdf_high_confidence,1480,,,
честар,approved,pdf_high_confidence,1481,,,
честит,approved,pdf_high_confidence,1481,,,
четити,approved,pdf_high_confidence,1483,,,
чехати,approved,pdf_high_confidence,1484,,,
чечати,approved,pdf_high_confidence,1484,,,
чешљач,approved,pdf_high_confidence,1485,,,
чизмар,approved,pdf_high_confidence,1486,,,
чикати,approved,pdf_high_confidence,1486,,,
чилост,approved,pdf_high_confidence,1486,,,
чинити,approved,pdf_high_confidence,1486,,,
чипкан,approved,pdf_high_confidence,1487,,,
чираст,approved,pdf_high_confidence,1487,,,
чистац,approved,pdf_high_confidence,1488,,,
чистач,approved,pdf_high_confidence,1488,,,
чистка,approved,pdf_medium_approved,1488,approved from medium possible additions,,
читати,approved,pdf_high_confidence,1489,,,
читљив,approved,pdf_high_confidence,1489,,,
чичкав,approved,pdf_high_confidence,1489,,,
чмарни,approved,pdf_high_confidence,1490,,,
чмичак,approved,pdf_high_confidence,1490,,,
чудити,approved,pdf_high_confidence,1492,,,
чукати,approved,pdf_high_confidence,1493,,,
чуњаст,approved,pdf_high_confidence,1493,,,
чупаст,approved,pdf_high_confidence,1494,,,
чупати,approved,pdf_high_confidence,1494,,,
чучати,approved,pdf_high_confidence,1494,,,
чучећи,approved,pdf_high_confidence,1494,,,
џакати,approved,pdf_high_confidence,1495,,,
џамбас,approved,pdf_high_confidence,1495,,,
џапати,approved,pdf_medium_approved,1495,approved from medium possible additions,,
џезист,approved,pdf_medium_approved,1495,approved from medium possible additions,,
џентри,approved,pdf_high_confidence,1496,,,
џепчић,approved,pdf_high_confidence,1496,,,
џомбав,approved,pdf_medium_approved,1497,approved from medium possible additions,,
шаблон,approved,pdf_high_confidence,1498,,,
шакаст,approved,pdf_high_confidence,1498,,,
шалица,approved,pdf_medium_approved,1499,approved from medium possible additions,,
шалчић,approved,pdf_high_confidence,1499,,,
шампон,approved,pdf_high_confidence,1499,,,
шанжан,approved,pdf_high_confidence,1499,,,
шантав,approved,pdf_high_confidence,1500,,,
шаптав,approved,pdf_high_confidence,1500,,,
шаптач,approved,pdf_high_confidence,1500,,,
шараст,approved,pdf_high_confidence,1500,,,
шахиња,approved,pdf_medium_approved,1502,approved from medium possible additions,,
шврћко,approved,pdf_high_confidence,1503,,,
шераса,approved,pdf_medium_approved,134,approved from medium possible additions,,
шестак,approved,pdf_high_confidence,1505,,,
шипков,approved,pdf_high_confidence,1510,,,
шипраг,approved,pdf_high_confidence,1510,,,
шицати,approved,pdf_high_confidence,1511,,,
шиштав,approved,pdf_high_confidence,1512,,,
шкембе,approved,pdf_high_confidence,1512,,,
шкембо,approved,pdf_high_confidence,1512,,,
шкиљав,approved,pdf_high_confidence,1512,,,
школац,approved,pdf_high_confidence,1513,,,
шкопац,approved,pdf_high_confidence,1513,,,
шкрбав,approved,pdf_high_confidence,1513,,,
шкргут,approved,pdf_medium_approved,1514,approved from medium possible additions,,
шлепар,approved,pdf_high_confidence,1515,,,
шљокав,approved,pdf_high_confidence,1516,,,
шљокар,approved,pdf_medium_approved,1516,approved from medium possible additions,,
шљунак,approved,pdf_high_confidence,1516,,,
шмекер,approved,pdf_medium_approved,1517,approved from medium possible additions,,
шмокља,approved,pdf_medium_approved,1517,approved from medium possible additions,,
шмокљо,approved,pdf_high_confidence,1517,,,
шмрцав,approved,pdf_high_confidence,1517,,,
штабац,approved,pdf_medium_approved,1521,approved from medium possible additions,,
штаваљ,approved,pdf_high_confidence,1521,,,
штагаљ,approved,pdf_high_confidence,1521,,,
штакор,approved,pdf_medium_approved,1521,approved from medium possible additions,,
штапац,approved,pdf_high_confidence,1522,,,
штапин,approved,pdf_high_confidence,1522,,,
штапић,approved,pdf_high_confidence,1522,,,
штапче,approved,pdf_high_confidence,1522,,,
штенце,approved,pdf_high_confidence,1523,,,
штетан,approved,pdf_high_confidence,1523,,,
штитац,approved,pdf_high_confidence,1524,,,
штитић,approved,pdf_high_confidence,1524,,,
штофан,approved,pdf_high_confidence,1525,,,
штркаљ,approved,pdf_high_confidence,1525,,,
штркљо,approved,pdf_high_confidence,1526,,,
штрљак,approved,pdf_high_confidence,1526,,,
штурак,approved,pdf_high_confidence,1526,,,
шункаш,approved,pdf_high_confidence,1528,,,
шутоња,approved,pdf_medium_approved,1529,approved from medium possible additions,,
шушаст,approved,pdf_high_confidence,1529,,,
шушкав,approved,pdf_high_confidence,1529,,,
шушњав,approved,pdf_high_confidence,1529,,,
шушњар,approved,pdf_high_confidence,1529,,,
шушњат,approved,pdf_high_confidence,1529,,,
шуштав,approved,pdf_high_confidence,1529,,,
шуштањ,approved,pdf_medium_approved,1529,approved from medium possible additions,,
