word,decision,source,page,note,hint,sort_order
морити,approved,pdf_high_confidence,719,,,
мормон,approved,pdf_high_confidence,719,,,
морнар,approved,pdf_high_confidence,719,,,
морски,approved,pdf_high_confidence,719,,,
мортус,approved,pdf_medium_approved,719,approved from medium possible additions,,
морфин,approved,pdf_high_confidence,719,,,
мостар,approved,pdf_medium_approved,720,approved from medium possible additions,,
мостић,approved,pdf_high_confidence,720,,,
мотати,approved,pdf_high_confidence,720,,,
моткаш,approved,pdf_high_confidence,721,,,
мочити,approved,pdf_high_confidence,722,,,
мравак,approved,pdf_high_confidence,723,,,
мразан,approved,pdf_high_confidence,723,,,
мразић,approved,pdf_high_confidence,723,,,
мрамор,approved,pdf_high_confidence,723,,,
мрваст,approved,pdf_high_confidence,724,,,
мрвити,approved,pdf_high_confidence,724,,,
мрдати,approved,pdf_high_confidence,724,,,
мрзост,approved,pdf_medium_approved,726,approved from medium possible additions,,
мркаст,approved,pdf_high_confidence,726,,,
мркост,approved,pdf_high_confidence,726,,,
мрљаво,approved,pdf_medium_approved,726,approved from medium possible additions,,
мрсити,approved,pdf_high_confidence,727,,,
мртвац,approved,pdf_high_confidence,727,,,
мудрац,approved,pdf_high_confidence,729,,,
музгав,approved,pdf_high_confidence,729,,,
музиља,approved,pdf_medium_approved,730,approved from medium possible additions,,
мукоид,approved,pdf_high_confidence,730,,,
мукташ,approved,pdf_high_confidence,731,,,
муљити,approved,pdf_medium_approved,731,approved from medium possible additions,,
муслин,approved,pdf_high_confidence,732,,,
мутљаг,approved,pdf_high_confidence,733,,,
муфљуз,approved,pdf_high_confidence,734,,,
муцати,approved,pdf_high_confidence,734,,,
мучати,approved,pdf_high_confidence,734,,,
мучила,approved,pdf_medium_approved,734,approved from medium possible additions,,
мучити,approved,pdf_high_confidence,734,,,
мушкат,approved,pdf_medium_approved,735,approved from medium possible additions,,
набран,approved,pdf_high_confidence,738,,,
навала,approved,pdf_medium_approved,692,approved from medium possible additions,,
навика,approved,pdf_medium_approved,740,approved from medium possible additions,,
навићи,approved,pdf_medium_approved,741,approved from medium possible additions,,
наврат,approved,pdf_medium_approved,741,approved from medium possible additions,,
навући,approved,pdf_medium_approved,991,approved from medium possible additions,,
нагнут,approved,pdf_high_confidence,744,,,
нагњио,approved,pdf_high_confidence,744,,,
надати,approved,pdf_high_confidence,746,,,
надићи,approved,pdf_medium_approved,749,approved from medium possible additions,,
надмоћ,approved,pdf_high_confidence,750,,,
надути,approved,pdf_medium_approved,754,approved from medium possible additions,,
назрео,approved,pdf_high_confidence,755,,,
назути,approved,pdf_medium_approved,756,approved from medium possible additions,,
наиван,approved,pdf_high_confidence,756,,,
наивац,approved,pdf_high_confidence,756,,,
накана,approved,pdf_medium_approved,758,approved from medium possible additions,,
наклон,approved,pdf_high_confidence,759,,,
накосо,approved,pdf_medium_approved,760,approved from medium possible additions,,
налећи,approved,pdf_medium_approved,762,approved from medium possible additions,,
намена,approved,pdf_medium_approved,764,approved from medium possible additions,,
нанети,approved,pdf_medium_approved,767,approved from medium possible additions,,
наопак,approved,pdf_high_confidence,768,,,
наособ,approved,pdf_medium_approved,768,approved from medium possible additions,,
напити,approved,pdf_medium_approved,770,approved from medium possible additions,,
напољу,approved,pdf_medium_approved,771,approved from medium possible additions,,
напући,approved,pdf_medium_approved,774,approved from medium possible additions,,
наранч,approved,pdf_medium_approved,775,approved from medium possible additions,,
нарвал,approved,pdf_high_confidence,776,,,
насећи,approved,pdf_high_confidence,779,,,
насухо,approved,pdf_medium_approved,783,approved from medium possible additions,,
натећи,approved,pdf_medium_approved,784,approved from medium possible additions,,
наћвар,approved,pdf_high_confidence,788,,,
науман,approved,pdf_high_confidence,789,,,
научан,approved,pdf_high_confidence,789,,,
научни,approved,pdf_high_confidence,789,,,
нафтар,approved,pdf_medium_approved,790,approved from medium possible additions,,
нафтбл,approved,pdf_high_confidence,790,,,
нахеро,approved,pdf_medium_approved,790,approved from medium possible additions,,
нацист,approved,pdf_medium_approved,791,approved from medium possible additions,,
небрат,approved,pdf_medium_approved,795,approved from medium possible additions,,
недраг,approved,pdf_high_confidence,799,,,
нежења,approved,pdf_medium_approved,799,approved from medium possible additions,,
незван,approved,pdf_high_confidence,800,,,
незрео,approved,pdf_high_confidence,800,,,
неимар,approved,pdf_high_confidence,801,,,
немали,approved,pdf_high_confidence,804,,,
немати,approved,pdf_medium_approved,804,approved from medium possible additions,,
немоћа,approved,pdf_medium_approved,805,approved from medium possible additions,,
немушт,approved,pdf_high_confidence,805,,,
неолит,approved,pdf_high_confidence,807,,,
нераст,approved,pdf_medium_approved,814,approved from medium possible additions,,
нервни,approved,pdf_high_confidence,814,,,
неслан,approved,pdf_high_confidence,816,,,
неурон,approved,pdf_high_confidence,820,,,
нештун,approved,pdf_medium_approved,813,approved from medium possible additions,,
никлен,approved,pdf_high_confidence,822,,,
нилски,approved,pdf_high_confidence,822,,,
нитков,approved,pdf_high_confidence,823,,,
нитрат,approved,pdf_high_confidence,823,,,
ницати,approved,pdf_medium_approved,823,approved from medium possible additions,,
ноктић,approved,pdf_high_confidence,826,,,
нокшир,approved,pdf_high_confidence,826,,,
норман,approved,pdf_medium_approved,827,approved from medium possible additions,,
носити,approved,pdf_medium_approved,827,approved from medium possible additions,,
носоња,approved,pdf_medium_approved,827,approved from medium possible additions,,
ноћити,approved,pdf_high_confidence,828,,,
нудити,approved,pdf_high_confidence,828,,,
њемоћа,approved,pdf_medium_approved,830,approved from medium possible additions,,
обамро,approved,pdf_high_confidence,832,,,
обарач,approved,pdf_high_confidence,832,,,
обилат,approved,pdf_medium_approved,833,approved from medium possible additions,,
обиман,approved,pdf_high_confidence,833,,,
обичан,approved,pdf_high_confidence,834,,,
област,approved,pdf_high_confidence,835,,,
облина,approved,pdf_medium_approved,835,approved from medium possible additions,,
облити,approved,pdf_medium_approved,835,approved from medium possible additions,,
обоист,approved,pdf_medium_approved,835,approved from medium possible additions,,
обрнут,approved,pdf_high_confidence,837,,,
обртан,approved,pdf_high_confidence,837,,,
обртач,approved,pdf_high_confidence,837,,,
обућар,approved,pdf_high_confidence,837,,,
овакав,approved,pdf_high_confidence,838,,,
овалан,approved,pdf_high_confidence,838,,,
овелик,approved,pdf_high_confidence,838,,,
оверач,approved,pdf_medium_approved,838,approved from medium possible additions,,
овисок,approved,pdf_high_confidence,838,,,
оврећи,approved,pdf_medium_approved,838,approved from medium possible additions,,
огаван,approved,pdf_high_confidence,839,,,
оголео,approved,pdf_high_confidence,839,,,
огрљак,approved,pdf_high_confidence,840,,,
огртач,approved,pdf_high_confidence,841,,,
одбећи,approved,pdf_medium_approved,842,approved from medium possible additions,,
одвити,approved,pdf_medium_approved,843,approved from medium possible additions,,
одлити,approved,pdf_medium_approved,847,approved from medium possible additions,,
одмаћи,approved,pdf_medium_approved,847,approved from medium possible additions,,
одмоћи,approved,pdf_medium_approved,848,approved from medium possible additions,,
одољив,approved,pdf_high_confidence,849,,,
одрећи,approved,pdf_medium_approved,850,approved from medium possible additions,,
одржив,approved,pdf_high_confidence,850,,,
одсећи,approved,pdf_high_confidence,851,,,
одузет,approved,pdf_high_confidence,852,,,
одушак,approved,pdf_high_confidence,852,,,
окидач,approved,pdf_high_confidence,855,,,
окомит,approved,pdf_high_confidence,857,,,
окорео,approved,pdf_high_confidence,857,,,
октава,approved,pdf_medium_approved,859,approved from medium possible additions,,
окулар,approved,pdf_high_confidence,859,,,
олован,approved,pdf_high_confidence,861,,,
омален,approved,pdf_high_confidence,861,,,
омаман,approved,pdf_high_confidence,861,,,
омести,approved,pdf_medium_approved,862,approved from medium possible additions,,
омиљен,approved,pdf_high_confidence,862,,,
омотач,approved,pdf_high_confidence,862,,,
омркао,approved,pdf_high_confidence,862,,,
онакав,approved,pdf_high_confidence,863,,,
опасан,approved,pdf_high_confidence,864,,,
опасач,approved,pdf_high_confidence,864,,,
описни,approved,pdf_high_confidence,866,,,
опитни,approved,pdf_high_confidence,866,,,
опнаст,approved,pdf_medium_approved,866,approved from medium possible additions,,
опозит,approved,pdf_high_confidence,867,,,
опрати,approved,pdf_medium_approved,868,approved from medium possible additions,,
опрост,approved,pdf_medium_approved,868,approved from medium possible additions,,
опруга,approved,pdf_medium_approved,869,approved from medium possible additions,,
опсећи,approved,pdf_high_confidence,869,,,
опћити,approved,pdf_high_confidence,870,,,
опушак,approved,pdf_high_confidence,871,,,
опшити,approved,pdf_medium_approved,871,approved from medium possible additions,,
оралан,approved,pdf_high_confidence,871,,,
орахов,approved,pdf_high_confidence,872,,,
орбита,approved,pdf_medium_approved,872,approved from medium possible additions,,
оронуо,approved,pdf_high_confidence,874,,,
оружан,approved,pdf_high_confidence,874,,,
оружар,approved,pdf_high_confidence,874,,,
орфеум,approved,pdf_medium_approved,874,approved from medium possible additions,,
особен,approved,pdf_high_confidence,880,,,
особит,approved,pdf_high_confidence,880,,,
осоран,approved,pdf_high_confidence,880,,,
остали,approved,pdf_high_confidence,881,,,
оствар,approved,pdf_medium_approved,881,approved from medium possible additions,,
отанак,approved,pdf_high_confidence,882,,,
отежао,approved,pdf_high_confidence,883,,,
отимач,approved,pdf_high_confidence,884,,,
отирач,approved,pdf_high_confidence,884,,,
отисак,approved,pdf_high_confidence,884,,,
откати,approved,pdf_high_confidence,884,,,
отоман,approved,pdf_high_confidence,886,,,
отпити,approved,pdf_medium_approved,886,approved from medium possible additions,,
отрети,approved,pdf_medium_approved,888,approved from medium possible additions,,
отрцан,approved,pdf_high_confidence,888,,,
отужан,approved,pdf_medium_approved,889,approved from medium possible additions,,
отупео,approved,pdf_high_confidence,889,,,
официр,approved,pdf_high_confidence,889,,,
очуван,approved,pdf_high_confidence,891,,,
оџачар,approved,pdf_high_confidence,891,,,
оштрач,approved,pdf_high_confidence,892,,,
падати,approved,pdf_high_confidence,893,,,
пажљив,approved,pdf_high_confidence,894,,,
пазити,approved,pdf_high_confidence,894,,,
паклен,approved,pdf_high_confidence,894,,,
паклић,approved,pdf_high_confidence,894,,,
пакост,approved,pdf_high_confidence,894,,,
палити,approved,pdf_medium_approved,896,approved from medium possible additions,,
палмин,approved,pdf_high_confidence,896,,,
пампур,approved,pdf_high_confidence,896,,,
пандур,approved,pdf_high_confidence,897,,,
паника,approved,pdf_medium_approved,897,approved from medium possible additions,,
панцир,approved,pdf_high_confidence,898,,,
папати,approved,pdf_high_confidence,898,,,
папити,approved,pdf_high_confidence,898,,,
папкар,approved,pdf_high_confidence,898,,,
папрен,approved,pdf_high_confidence,898,,,
папски,approved,pdf_high_confidence,898,,,
пардон,approved,pdf_high_confidence,900,,,
парити,approved,pdf_high_confidence,900,,,
парљак,approved,pdf_high_confidence,901,,,
паспул,approved,pdf_high_confidence,903,,,
пастир,approved,pdf_high_confidence,904,,,
пастор,approved,pdf_medium_approved,904,approved from medium possible additions,,
пастув,approved,pdf_high_confidence,904,,,
патика,approved,pdf_medium_approved,904,approved from medium possible additions,,
патити,approved,pdf_high_confidence,905,,,
патник,approved,pdf_medium_approved,905,approved from medium possible additions,,
патрон,approved,pdf_high_confidence,905,,,
паушал,approved,pdf_high_confidence,906,,,
пашњак,approved,pdf_medium_approved,906,approved from medium possible additions,,
пектин,approved,pdf_high_confidence,908,,,
пелена,approved,pdf_medium_approved,908,approved from medium possible additions,,
пенџер,approved,pdf_medium_approved,909,approved from medium possible additions,,
пењати,approved,pdf_medium_approved,909,approved from medium possible additions,,
пењоар,approved,pdf_high_confidence,909,,,
пепита,approved,pdf_medium_approved,909,approved from medium possible additions,,
пепсин,approved,pdf_high_confidence,909,,,
пераћи,approved,pdf_high_confidence,909,,,
перика,approved,pdf_medium_approved,909,approved from medium possible additions,,
перлон,approved,pdf_high_confidence,910,,,
перчин,approved,pdf_high_confidence,911,,,
петори,approved,pdf_high_confidence,913,,,
пецати,approved,pdf_high_confidence,913,,,
пецкав,approved,pdf_high_confidence,913,,,
печити,approved,pdf_medium_approved,914,approved from medium possible additions,,
пешкир,approved,pdf_high_confidence,914,,,
пивара,approved,pdf_medium_approved,914,approved from medium possible additions,,
пивски,approved,pdf_high_confidence,914,,,
пикати,approved,pdf_high_confidence,915,,,
пиксла,approved,pdf_medium_approved,915,approved from medium possible additions,,
пилинг,approved,pdf_medium_approved,915,approved from medium possible additions,,
пилити,approved,pdf_medium_approved,915,approved from medium possible additions,,
пиљити,approved,pdf_high_confidence,916,,,
пинтер,approved,pdf_medium_approved,916,approved from medium possible additions,,
пионир,approved,pdf_high_confidence,916,,,
пипати,approved,pdf_high_confidence,916,,,
писаћи,approved,pdf_high_confidence,917,,,
пискав,approved,pdf_high_confidence,917,,,
писмен,approved,pdf_high_confidence,917,,,
писоар,approved,pdf_high_confidence,917,,,
питати,approved,pdf_high_confidence,918,,,
пиџама,approved,pdf_medium_approved,918,approved from medium possible additions,,
пишати,approved,pdf_high_confidence,918,,,
плаван,approved,pdf_high_confidence,918,,,
плавац,approved,pdf_high_confidence,918,,,
плакар,approved,pdf_high_confidence,919,,,
плакат,approved,pdf_high_confidence,919,,,
пламен,approved,pdf_high_confidence,919,,,
планер,approved,pdf_high_confidence,919,,,
платан,approved,pdf_high_confidence,920,,,
платив,approved,pdf_high_confidence,920,,,
платни,approved,pdf_high_confidence,920,,,
плафон,approved,pdf_high_confidence,920,,,
плачан,approved,pdf_high_confidence,920,,,
плбван,approved,pdf_high_confidence,922,,,
племић,approved,pdf_high_confidence,921,,,
плесан,approved,pdf_medium_approved,921,approved from medium possible additions,,
плесач,approved,pdf_high_confidence,921,,,
плесна,approved,pdf_medium_approved,363,approved from medium possible additions,,
плесни,approved,pdf_high_confidence,921,,,
плести,approved,pdf_medium_approved,921,approved from medium possible additions,,
плетар,approved,pdf_high_confidence,922,,,
плетер,approved,pdf_medium_approved,922,approved from medium possible additions,,
плећат,approved,pdf_high_confidence,922,,,
плећка,approved,pdf_medium_approved,922,approved from medium possible additions,,
пливач,approved,pdf_high_confidence,922,,,
плитак,approved,pdf_high_confidence,922,,,
плићак,approved,pdf_high_confidence,922,,,
пловак,approved,pdf_high_confidence,922,,,
пловка,approved,pdf_medium_approved,923,approved from medium possible additions,,
плодан,approved,pdf_high_confidence,923,,,
плодов,approved,pdf_high_confidence,923,,,
плоска,approved,pdf_medium_approved,923,approved from medium possible additions,,
плотун,approved,pdf_high_confidence,923,,,
плурал,approved,pdf_high_confidence,923,,,
пљусак,approved,pdf_high_confidence,924,,,
побећи,approved,pdf_medium_approved,925,approved from medium possible additions,,
повећи,approved,pdf_high_confidence,927,,,
повиши,approved,pdf_high_confidence,928,,,
погнут,approved,pdf_high_confidence,931,,,
погром,approved,pdf_medium_approved,932,approved from medium possible additions,,
погуст,approved,pdf_high_confidence,933,,,
подати,approved,pdf_high_confidence,933,,,
подбуо,approved,pdf_high_confidence,934,,,
подвик,approved,pdf_medium_approved,934,approved from medium possible additions,,
подићи,approved,pdf_medium_approved,936,approved from medium possible additions,,
подлац,approved,pdf_high_confidence,937,,,
подмет,approved,pdf_medium_approved,937,approved from medium possible additions,,
подужи,approved,pdf_high_confidence,941,,,
подуљи,approved,pdf_high_confidence,942,,,
подуст,approved,pdf_medium_approved,942,approved from medium possible additions,,
пожети,approved,pdf_medium_approved,943,approved from medium possible additions,,
позван,approved,pdf_high_confidence,944,,,
познат,approved,pdf_high_confidence,945,,,
покост,approved,pdf_high_confidence,949,,,
полећи,approved,pdf_medium_approved,951,approved from medium possible additions,,
пољски,approved,pdf_high_confidence,955,,,
помањи,approved,pdf_high_confidence,956,,,
помати,approved,pdf_high_confidence,956,,,
помаћи,approved,pdf_medium_approved,956,approved from medium possible additions,,
помлад,approved,pdf_high_confidence,957,,,
помњив,approved,pdf_high_confidence,957,,,
помоћи,approved,pdf_medium_approved,958,approved from medium possible additions,,
понеки,approved,pdf_high_confidence,959,,,
понеко,approved,pdf_high_confidence,959,,,
понети,approved,pdf_medium_approved,959,approved from medium possible additions,,
понићи,approved,pdf_medium_approved,959,approved from medium possible additions,,
понова,approved,pdf_medium_approved,959,approved from medium possible additions,,
понтон,approved,pdf_high_confidence,960,,,
попити,approved,pdf_high_confidence,961,,,
попуна,approved,pdf_medium_approved,962,approved from medium possible additions,,
порити,approved,pdf_high_confidence,963,,,
порнић,approved,pdf_high_confidence,963,,,
портал,approved,pdf_high_confidence,964,,,
портир,approved,pdf_high_confidence,964,,,
порука,approved,pdf_medium_approved,964,approved from medium possible additions,,
порфир,approved,pdf_high_confidence,964,,,
послић,approved,pdf_high_confidence,967,,,
поспан,approved,pdf_high_confidence,968,,,
посред,approved,pdf_medium_approved,968,approved from medium possible additions,,
посути,approved,pdf_medium_approved,971,approved from medium possible additions,,
потврд,approved,pdf_high_confidence,971,,,
потећи,approved,pdf_medium_approved,972,approved from medium possible additions,,
потмуо,approved,pdf_high_confidence,974,,,
потоњи,approved,pdf_high_confidence,974,,,
потпун,approved,pdf_high_confidence,975,,,
потрти,approved,pdf_medium_approved,976,approved from medium possible additions,,
потући,approved,pdf_medium_approved,825,approved from medium possible additions,,
поузан,approved,pdf_high_confidence,977,,,
поучан,approved,pdf_high_confidence,977,,,
похара,approved,pdf_medium_approved,978,approved from medium possible additions,,
почаст,approved,pdf_medium_approved,979,approved from medium possible additions,,
почути,approved,pdf_medium_approved,979,approved from medium possible additions,,
поштен,approved,pdf_high_confidence,980,,,
правац,approved,pdf_high_confidence,981,,,
правни,approved,pdf_high_confidence,981,,,
празан,approved,pdf_high_confidence,983,,,
пралик,approved,pdf_medium_approved,984,approved from medium possible additions,,
прамац,approved,pdf_high_confidence,984,,,
прапор,approved,pdf_medium_approved,984,approved from medium possible additions,,
прасац,approved,pdf_high_confidence,985,,,
прашак,approved,pdf_high_confidence,986,,,
прашан,approved,pdf_high_confidence,986,,,
прбпањ,approved,pdf_high_confidence,1055,,,
пребео,approved,pdf_high_confidence,988,,,
превео,approved,pdf_high_confidence,990,,,
прегаљ,approved,pdf_high_confidence,991,,,
прегор,approved,pdf_medium_approved,992,approved from medium possible additions,,
предњи,approved,pdf_high_confidence,994,,,
предуг,approved,pdf_high_confidence,996,,,
презао,approved,pdf_high_confidence,997,,,
прекоп,approved,pdf_medium_approved,1000,approved from medium possible additions,,
прелак,approved,pdf_high_confidence,1001,,,
прелат,approved,pdf_high_confidence,1001,,,
прељут,approved,pdf_high_confidence,1002,,,
премек,approved,pdf_medium_approved,1003,approved from medium possible additions,,
премер,approved,pdf_medium_approved,1003,approved from medium possible additions,,
премио,approved,pdf_high_confidence,1003,,,
премор,approved,pdf_medium_approved,1003,approved from medium possible additions,,
премоћ,approved,pdf_high_confidence,1004,,,
препек,approved,pdf_medium_approved,1006,approved from medium possible additions,,
пресит,approved,pdf_high_confidence,1011,,,
прести,approved,pdf_medium_approved,1012,approved from medium possible additions,,
престо,approved,pdf_high_confidence,1012,,,
претио,approved,pdf_high_confidence,1014,,,
претих,approved,pdf_medium_approved,1014,approved from medium possible additions,,
префин,approved,pdf_high_confidence,1017,,,
пречац,approved,pdf_high_confidence,1018,,,
пржити,approved,pdf_high_confidence,1019,,,
придев,approved,pdf_medium_approved,1023,approved from medium possible additions,,
прилаз,approved,pdf_high_confidence,1027,,,
примат,approved,pdf_high_confidence,1029,,,
примач,approved,pdf_high_confidence,1029,,,
припев,approved,pdf_medium_approved,1031,approved from medium possible additions,,
припис,approved,pdf_high_confidence,1031,,,
припит,approved,pdf_high_confidence,1032,,,
припон,approved,pdf_medium_approved,1032,approved from medium possible additions,,
присан,approved,pdf_high_confidence,1034,,,
притуп,approved,pdf_high_confidence,1037,,,
пробни,approved,pdf_high_confidence,1041,,,
провео,approved,pdf_high_confidence,1042,,,
прозни,approved,pdf_high_confidence,1047,,,
прокос,approved,pdf_medium_approved,1050,approved from medium possible additions,,
пролаз,approved,pdf_medium_approved,1050,approved from medium possible additions,,
промил,approved,pdf_high_confidence,1053,,,
промпт,approved,pdf_high_confidence,1053,,,
пропан,approved,pdf_high_confidence,1055,,,
пропао,approved,pdf_high_confidence,1055,,,
пропух,approved,pdf_medium_approved,1057,approved from medium possible additions,,
проров,approved,pdf_medium_approved,1058,approved from medium possible additions,,
просац,approved,pdf_high_confidence,1058,,,
просен,approved,pdf_high_confidence,1059,,,
проток,approved,pdf_medium_approved,1064,approved from medium possible additions,,
протон,approved,pdf_high_confidence,1064,,,
профан,approved,pdf_high_confidence,1066,,,
профет,approved,pdf_high_confidence,1066,,,
профил,approved,pdf_high_confidence,1066,,,
профит,approved,pdf_high_confidence,1066,,,
прошли,approved,pdf_high_confidence,1069,,,
прошло,approved,pdf_high_confidence,1069,,,
прснуо,approved,pdf_high_confidence,1070,,,
прстат,approved,pdf_high_confidence,1070,,,
прстац,approved,pdf_high_confidence,1070,,,
прстен,approved,pdf_high_confidence,1070,,,
пртити,approved,pdf_high_confidence,1070,,,
прћаст,approved,pdf_high_confidence,1071,,,
прутак,approved,pdf_high_confidence,1071,,,
прутић,approved,pdf_high_confidence,1071,,,
прхати,approved,pdf_medium_approved,1071,approved from medium possible additions,,
прцати,approved,pdf_medium_approved,1071,approved from medium possible additions,,
псетар,approved,pdf_medium_approved,1072,approved from medium possible additions,,
псикав,approved,pdf_high_confidence,1072,,,
псовач,approved,pdf_high_confidence,1073,,,
пувало,approved,pdf_medium_approved,1073,approved from medium possible additions,,
пужаст,approved,pdf_high_confidence,1074,,,
пузати,approved,pdf_medium_approved,1074,approved from medium possible additions,,
пузаћи,approved,pdf_high_confidence,1074,,,
пузити,approved,pdf_high_confidence,1074,,,
пунити,approved,pdf_high_confidence,1075,,,
пуница,approved,pdf_medium_approved,1075,approved from medium possible additions,,
пупаст,approved,pdf_high_confidence,1076,,,
пупати,approved,pdf_high_confidence,1076,,,
пупити,approved,pdf_high_confidence,1076,,,
пурити,approved,pdf_high_confidence,1076,,,
пусник,approved,pdf_high_confidence,1077,,,
путаст,approved,pdf_high_confidence,1079,,,
пуцати,approved,pdf_high_confidence,1080,,,
пуцкав,approved,pdf_high_confidence,1080,,,
пушара,approved,pdf_medium_approved,1080,approved from medium possible additions,,
пушљив,approved,pdf_high_confidence,1081,,,
пчелар,approved,pdf_high_confidence,1081,,,
пчелац,approved,pdf_high_confidence,1081,,,
рабити,approved,pdf_medium_approved,1082,approved from medium possible additions,,
рабљив,approved,pdf_high_confidence,1082,,,
равњач,approved,pdf_high_confidence,1084,,,
рагаст,approved,pdf_high_confidence,1084,,,
раглан,approved,pdf_high_confidence,1084,,,
радити,approved,pdf_medium_approved,1418,approved from medium possible additions,,
радљив,approved,pdf_high_confidence,1086,,,
радост,approved,pdf_high_confidence,1087,,,
ражњић,approved,pdf_high_confidence,1088,,,
разбор,approved,pdf_medium_approved,1090,approved from medium possible additions,,
развоз,approved,pdf_medium_approved,1092,approved from medium possible additions,,
раздео,approved,pdf_high_confidence,1096,,,
раздрт,approved,pdf_high_confidence,1097,,,
разина,approved,pdf_medium_approved,1098,approved from medium possible additions,,
разићи,approved,pdf_medium_approved,1098,approved from medium possible additions,,
разлаз,approved,pdf_high_confidence,1099,,,
разрок,approved,pdf_high_confidence,1105,,,
ракита,approved,pdf_medium_approved,1106,approved from medium possible additions,,
рампар,approved,pdf_high_confidence,1107,,,
ранити,approved,pdf_high_confidence,1108,,,
ранчер,approved,pdf_medium_approved,1108,approved from medium possible additions,,
рапсод,approved,pdf_high_confidence,1108,,,
раскош,approved,pdf_high_confidence,1111,,,
рашити,approved,pdf_medium_approved,1123,approved from medium possible additions,,
рвачки,approved,pdf_high_confidence,1124,,,
ревати,approved,pdf_high_confidence,1126,,,
регион,approved,pdf_high_confidence,1128,,,
регрут,approved,pdf_high_confidence,1128,,,
редати,approved,pdf_medium_approved,1129,approved from medium possible additions,,
режати,approved,pdf_high_confidence,1130,,,
режнат,approved,pdf_high_confidence,1131,,,
режнић,approved,pdf_high_confidence,1131,,,
режњић,approved,pdf_high_confidence,1131,,,
резбар,approved,pdf_high_confidence,1131,,,
резити,approved,pdf_high_confidence,1132,,,
рекорд,approved,pdf_medium_approved,1134,approved from medium possible additions,,
реноме,approved,pdf_high_confidence,1136,,,
репаст,approved,pdf_high_confidence,1137,,,
репоња,approved,pdf_medium_approved,1138,approved from medium possible additions,,
рептил,approved,pdf_high_confidence,1139,,,
ресаст,approved,pdf_high_confidence,1139,,,
ресати,approved,pdf_high_confidence,1139,,,
рескав,approved,pdf_high_confidence,1139,,,
рескир,approved,pdf_high_confidence,1140,,,
ретина,approved,pdf_medium_approved,1141,approved from medium possible additions,,
рефрен,approved,pdf_high_confidence,1142,,,
решити,approved,pdf_medium_approved,1145,approved from medium possible additions,,
рибаћи,approved,pdf_high_confidence,1145,,,
ригати,approved,pdf_high_confidence,1145,,,
ридати,approved,pdf_high_confidence,1146,,,
риђаст,approved,pdf_high_confidence,1146,,,
риђуша,approved,pdf_medium_approved,1146,approved from medium possible additions,,
рижото,approved,pdf_medium_approved,1146,approved from medium possible additions,,
ризоид,approved,pdf_high_confidence,1146,,,
риљати,approved,pdf_high_confidence,1146,,,
римски,approved,pdf_high_confidence,1146,,,
риолит,approved,pdf_high_confidence,1147,,,
рисаст,approved,pdf_high_confidence,1147,,,
рисати,approved,pdf_medium_approved,1147,approved from medium possible additions,,
ритати,approved,pdf_medium_approved,1147,approved from medium possible additions,,
ритски,approved,pdf_high_confidence,1147,,,
ритуал,approved,pdf_high_confidence,1147,,,
рмбати,approved,pdf_high_confidence,1147,,,
робити,approved,pdf_high_confidence,1148,,,
ровити,approved,pdf_high_confidence,1148,,,
рогљаш,approved,pdf_high_confidence,1148,,,
рогљић,approved,pdf_high_confidence,1148,,,
рожаст,approved,pdf_high_confidence,1150,,,
рожнат,approved,pdf_high_confidence,1150,,,
рокада,approved,pdf_medium_approved,1150,approved from medium possible additions,,
рококо,approved,pdf_high_confidence,1151,,,
ронити,approved,pdf_high_confidence,1152,,,
росити,approved,pdf_high_confidence,1152,,,
роснат,approved,pdf_high_confidence,1152,,,
рочити,approved,pdf_high_confidence,1152,,,
рудаст,approved,pdf_high_confidence,1153,,,
рудети,approved,pdf_medium_approved,1153,approved from medium possible additions,,
рудина,approved,pdf_medium_approved,1153,approved from medium possible additions,,
руксак,approved,pdf_high_confidence,1156,,,
румати,approved,pdf_high_confidence,1156,,,
румено,approved,pdf_medium_approved,1156,approved from medium possible additions,,
рунаст,approved,pdf_high_confidence,1156,,,
рундав,approved,pdf_high_confidence,1156,,,
ручати,approved,pdf_medium_approved,1158,approved from medium possible additions,,
ручник,approved,pdf_high_confidence,1158,,,
сабљар,approved,pdf_medium_approved,1160,approved from medium possible additions,,
сабљаш,approved,pdf_high_confidence,1160,,,
сабран,approved,pdf_high_confidence,1160,,,
савити,approved,pdf_medium_approved,1161,approved from medium possible additions,,
сагнуо,approved,pdf_high_confidence,1162,,,
садити,approved,pdf_medium_approved,1163,approved from medium possible additions,,
садрут,approved,pdf_high_confidence,1163,,,
саласт,approved,pdf_high_confidence,1165,,,
салчић,approved,pdf_medium_approved,1165,approved from medium possible additions,,
самоћа,approved,pdf_medium_approved,460,approved from medium possible additions,,
самоук,approved,pdf_high_confidence,1169,,,
сампан,approved,pdf_high_confidence,1170,,,
самсар,approved,pdf_high_confidence,1170,,,
самсов,approved,pdf_high_confidence,1170,,,
санети,approved,pdf_medium_approved,1171,approved from medium possible additions,,
сански,approved,pdf_high_confidence,1171,,,
сантим,approved,pdf_high_confidence,1171,,,
саоник,approved,pdf_high_confidence,1172,,,
сарком,approved,pdf_high_confidence,1173,,,
сасећи,approved,pdf_high_confidence,1173,,,
сатара,approved,pdf_medium_approved,1174,approved from medium possible additions,,
сатљик,approved,pdf_medium_approved,1174,approved from medium possible additions,,
сатрти,approved,pdf_medium_approved,1174,approved from medium possible additions,,
